Alt_Kategori;Kolon_Adi;Ozellik_Degeri;Frekans
Buzdolabı;Energy_Class;E;46
Buzdolabı;Energy_Class;D;8
Buzdolabı;Energy_Class;C;3
Buzdolabı;Energy_Class;B;1
Buzdolabı;Energy_Class;;1
Buzdolabı;Subcategory;Buzdolabı;59
Buzdolabı;Freezer_Compartment_Technology;;54
Buzdolabı;Freezer_Compartment_Technology;Sabit Set Değerli;5
Buzdolabı;Freezer_Position;Dondurucu Altta;34
Buzdolabı;Freezer_Position;Dondurucu Üstte;17
Buzdolabı;Freezer_Position;;7
Buzdolabı;Freezer_Position;Dondurucu Solda;1
Buzdolabı;Electronic_Display;Electronic display on door – Kapı üzerinde elektronik display (Touch);22
Buzdolabı;Electronic_Display;;20
Buzdolabı;Electronic_Display;Electronic display on door – Kapı üzerinde elektronik display (Tact);9
Buzdolabı;Electronic_Display;Electronic display Inside Body – Gövde içi display (Tact);5
Buzdolabı;Electronic_Display;Electronic display Inside Body – Gövde içi display (Touch);1
Buzdolabı;Electronic_Display;Elektronik İç Ekran;1
Buzdolabı;Electronic_Display;Electronic display on front top trim – Alınlıkta display (Touch);1
Buzdolabı;Control_System;Elektronik;45
Buzdolabı;Control_System;;6
Buzdolabı;Control_System;Mekanik Sensörlü;4
Buzdolabı;Control_System;Mekanik;4
Buzdolabı;Lighting_Type;Tavandan LED aydınlatma;32
Buzdolabı;Lighting_Type;Yan duvarlarda LED aydınlatma;9
Buzdolabı;Lighting_Type;Tavandan parlak LED;6
Buzdolabı;Lighting_Type;;6
Buzdolabı;Lighting_Type;LED;3
Buzdolabı;Lighting_Type;Sol yan duvarda LED aydınlatma;2
Buzdolabı;Lighting_Type;Yan duvardan parlak LED;1
Buzdolabı;Climate_Class;SN-T;51
Buzdolabı;Climate_Class;;6
Buzdolabı;Climate_Class;T;2
Buzdolabı;Noise_Level_Class;C;38
Buzdolabı;Noise_Level_Class;B;15
Buzdolabı;Noise_Level_Class;;6
Buzdolabı;Cooling_System;No Frost;49
Buzdolabı;Cooling_System;;6
Buzdolabı;Cooling_System;Statik;3
Buzdolabı;Cooling_System;Yarı No Frost (Sadece Dondurucu);1
Buzdolabı;Ice_Maker_Type;Kapaklı ve Buz Haneli Buzluk (1 Adet);23
Buzdolabı;Ice_Maker_Type;Kapaklı buzluk;13
Buzdolabı;Ice_Maker_Type;;10
Buzdolabı;Ice_Maker_Type;Standart buzluk;5
Buzdolabı;Ice_Maker_Type;Modüler twist buzluk;5
Buzdolabı;Ice_Maker_Type;Standart;2
Buzdolabı;Ice_Maker_Type;Modüler 2'li twist buzluk;1
Buzdolabı;Freezer_Compartment_Lighting_Type;;33
Buzdolabı;Freezer_Compartment_Lighting_Type;Aydınlatmalı Özel Kapı Tasarımı;13
Buzdolabı;Freezer_Compartment_Lighting_Type;LED;13
Buzdolabı;Product_Type;;31
Buzdolabı;Product_Type;Çift Kapılı;25
Buzdolabı;Product_Type;Tezgah Seviyesi;3
Derin Dondurucu;Energy_Class;E;24
Derin Dondurucu;Energy_Class;D;1
Derin Dondurucu;Subcategory;Derin Dondurucu;25
Derin Dondurucu;Freezer_Compartment_Technology;;18
Derin Dondurucu;Freezer_Compartment_Technology;Joker;6
Derin Dondurucu;Freezer_Compartment_Technology;Multimode;1
Derin Dondurucu;Freezer_Position;Dikey Dondurucu;19
Derin Dondurucu;Freezer_Position;Joker Dondurucu;4
Derin Dondurucu;Freezer_Position;Yatay Dondurucu;2
Derin Dondurucu;Electronic_Display;;6
Derin Dondurucu;Electronic_Display;2 Light & Pot;5
Derin Dondurucu;Electronic_Display;Electronic display on door – Kapı üzerinde elektronik display (Touch);3
Derin Dondurucu;Electronic_Display;Electronic display on front top trim – Alınlıkta display (Tact);3
Derin Dondurucu;Electronic_Display;Electronic display on door – Kapı üzerinde elektronik display (Tact);2
Derin Dondurucu;Electronic_Display;3 Light & Pot;2
Derin Dondurucu;Electronic_Display;Only Pot without 3 light;2
Derin Dondurucu;Electronic_Display;1;1
Derin Dondurucu;Electronic_Display;Rotational Controller on Back wall;1
Derin Dondurucu;Control_System;Elektronik;9
Derin Dondurucu;Control_System;Mekanik Sensörlü;8
Derin Dondurucu;Control_System;Mekanik;8
Derin Dondurucu;Lighting_Type;;19
Derin Dondurucu;Lighting_Type;LED;4
Derin Dondurucu;Lighting_Type;Tavandan LED aydınlatma;1
Derin Dondurucu;Lighting_Type;Yan duvarlarda LED aydınlatma;1
Derin Dondurucu;Climate_Class;SN-T;25
Derin Dondurucu;Noise_Level_Class;C;23
Derin Dondurucu;Noise_Level_Class;B;2
Derin Dondurucu;Cooling_System;Statik;13
Derin Dondurucu;Cooling_System;No Frost;12
Derin Dondurucu;Ice_Maker_Type;Kapaklı buzluk;8
Derin Dondurucu;Ice_Maker_Type;;8
Derin Dondurucu;Ice_Maker_Type;Standart buzluk;6
Derin Dondurucu;Ice_Maker_Type;Standart;3
Derin Dondurucu;Freezer_Compartment_Lighting_Type;;19
Derin Dondurucu;Freezer_Compartment_Lighting_Type;LED;5
Derin Dondurucu;Freezer_Compartment_Lighting_Type;Alınlıkta LED aydınlatma;1
Derin Dondurucu;Product_Type;Tek Kapılı;11
Derin Dondurucu;Product_Type;Yatay;6
Derin Dondurucu;Product_Type;;5
Derin Dondurucu;Product_Type;Tezgah Seviyesi;3
Çamaşır Makinesi;Energy_Class;A;19
Çamaşır Makinesi;Energy_Class;D;1
Çamaşır Makinesi;Subcategory;Çamaşır Makinesi;20
Çamaşır Makinesi;Product_Type;;19
Çamaşır Makinesi;Product_Type;Solo;1
Çamaşır Makinesi;Steam;Buhar Terapi;18
Çamaşır Makinesi;Steam;Buhar;2
Çamaşır Makinesi;Motor_Type;ProSmart™ Inverter;13
Çamaşır Makinesi;Motor_Type;ProSmart™Inverter;5
Çamaşır Makinesi;Motor_Type;Atlas 22mm (ATLAS32);1
Çamaşır Makinesi;Motor_Type;;1
Çamaşır Makinesi;Drum_Pattern;Özel Tasarım Tambur Teknolojisi;19
Çamaşır Makinesi;Drum_Pattern;Özel Tasarım Tambur;1
Çamaşır Makinesi;Indicator_Type;Dijital;19
Çamaşır Makinesi;Indicator_Type;Dijital Ekran;1
Çamaşır Makinesi;Programs;"['Buhar Terapi', 'Hijyen+', 'Leke Programı', 'Gömlek', 'Soğuk Yıkama', 'Delicates/Wool/HandWash', 'Duvet/DownWear', 'Karma', '15', 'Var', '0-24 Saat', 'Pamuklular', 'Eko 40-60', 'Sentetik', ""Hızlı 14'"", 'Sıkma Pompa', 'Durulama', 'Havalandırma (Buhar)']";8
Çamaşır Makinesi;Programs;"['Buhar Terapi', 'Gömlek', 'Hijyen+', 'Buhar', 'Soğuk Yıkama', 'Delicates/Wool/HandWash', 'Duvet/DownWear', 'İndirilen Program', '15', 'Var', '0-24 Saat', 'Pamuklular', 'Eko 40-60', 'Sentetik', ""Hızlı 14'"", 'Sıkma Pompa', 'Durulama', 'Akıllı Program']";6
Çamaşır Makinesi;Programs;"['Buhar Terapi', 'Açık Hava/ Spor', 'Hijyen+', 'Gömlek', 'Soğuk Yıkama', 'Delicates/Wool/HandWash', 'Duvet/DownWear', 'İndirilen Program', '15', 'Var', '0-24 Saat', 'Pamuklular', 'Eko 40-60', 'Sentetik', ""Hızlı 14'"", 'Sıkma Pompa', 'Durulama', 'Havalandırma (Buhar)']";2
Çamaşır Makinesi;Programs;"['Buhar Terapi', 'Hijyen+', 'Leke Programı', 'Gömlek', 'Soğuk Yıkama', 'Delicates/Wool/HandWash', 'Down Wear', 'Karma', '15', 'Var', '0-24 Saat', 'Pamuklular', 'Eko 40-60', 'Sentetik', ""Hızlı 14'"", 'Sıkma Pompa', 'Durulama', 'Havalandırma (Buhar)']";1
Çamaşır Makinesi;Programs;['Buhar Terapi', 'Down Wear / Single Duvet', 'Leke Programı', 'Gömlek', 'Soğuk Yıkama', 'Hızlı Günlük', 'Delicates/Wool/HandWash', 'Karma', '15', '0-24 Saat', 'Pamuklular', 'Eko 40-60', 'Sentetik', 'Cottons with Prewash', 'Sıkma Pompa', 'Durulama', 'Hijyen+'];1
Çamaşır Makinesi;Programs;"['Perde', 'Leke Programı', 'Bebek+', 'Yorgan', 'Havalandırma', 'Yünlü / Elde yıkama', 'DarkWash/Jeans', 'İndirilen Program', '15', 'Var', '0-24 Saat', 'Pamuklular', 'Eko 40-60', 'Sentetik', ""Hızlı 14'"", 'Sıkma Pompa', 'Durulama']";1
Çamaşır Makinesi;Programs;"['Var', 'Var', '15', 'Pamuklu', 'Eco 40-60', 'Sentetik', ""Ekspres / Ekspres 14'"", 'Delicates/Wool/HandWash', 'Gömlek', 'Spin + Drain', 'Durulama', 'Pamuklu Kurutma', 'Sentetik Kurutma', '7 Kg Wash & Dry', 'Antialerjik+', 'Wash&Wear', 'Hygiene Therapy', 'ColdWash']";1
Çamaşır Makinesi;Connection;;11
Çamaşır Makinesi;Connection;Wi-Fi;8
Çamaşır Makinesi;Connection;BLE;1
Çamaşır Makinesi;Functions;;10
Çamaşır Makinesi;Functions;['Kırışık Önleme Fonksiyonu'];9
Çamaşır Makinesi;Functions;['Steam'];1
Bulaşık Makinesi;Energy_Class;D;16
Bulaşık Makinesi;Energy_Class;B;9
Bulaşık Makinesi;Energy_Class;C;6
Bulaşık Makinesi;Energy_Class;A;1
Bulaşık Makinesi;Energy_Class;E;1
Bulaşık Makinesi;Subcategory;Bulaşık Makinesi;33
Bulaşık Makinesi;Product_Type;Solo;23
Bulaşık Makinesi;Product_Type;Tezgah Altı Ankastre;6
Bulaşık Makinesi;Product_Type;Tam Ankastre;3
Bulaşık Makinesi;Product_Type;Yarı Ankastre;1
Bulaşık Makinesi;Motor_Type;Standart;25
Bulaşık Makinesi;Motor_Type;ProSmart® Inverter Motor Teknolojisi;8
Bulaşık Makinesi;Programs;"[""Hızlı 49'"", '35-40-50-65-70', 'Hassas 40', '237']";6
Bulaşık Makinesi;Programs;['Makine Yıkama', '35-50-65-70', '190 dk'];3
Bulaşık Makinesi;Programs;['İndirilen Program', '35-50-65-70', 'InnerClean', '240'];3
Bulaşık Makinesi;Programs;"['6', 'Var', ""Mini 30'"", '35-40-50-65-70', '240']";3
Bulaşık Makinesi;Programs;"['6 Program+5 İndirilebilir Program', ""Mini 30'"", '35-40-50-65-70', 'Makine Yıkama', '236 dk']";2
Bulaşık Makinesi;Programs;"['6 program', 'Var', ""Mini 30'"", '35-40-50-65-70', '240']";2
Bulaşık Makinesi;Programs;['İndirilen Program', '35-50-65-70', 'InnerClean', '280'];1
Bulaşık Makinesi;Programs;"[""Mini 30'"", '35-40-50-60-65-70', 'Makine Yıkama', '270']";1
Bulaşık Makinesi;Programs;"['6 program', ""Mini 30'"", '35-40-50-65-70', '204']";1
Bulaşık Makinesi;Programs;"[""Mini 30'"", '35-40-50-65-70', 'Makine Yıkama', '236 dk']";1
Bulaşık Makinesi;Programs;['Hızlı 54', '35-50-70', '237'];1
Bulaşık Makinesi;Programs;"['6 Program+5 İndirilebilir Program', ""Mini 30'"", '35-40-50-60-65-70', 'Makine Yıkama', '270']";1
Bulaşık Makinesi;Programs;['6 Program+5 İndirilebilir Program', 'Var', 'Download Cycle', '35-40-50-65-70', 'Makine Yıkama', '275 dk'];1
Bulaşık Makinesi;Programs;['Makine Yıkama', '35-50-65-70', '280'];1
Bulaşık Makinesi;Programs;"[""Hızlı 58'"", '50-65-70', '280']";1
Bulaşık Makinesi;Programs;"['5', ""Mini 30'"", '35-50-65-70', '205 dk']";1
Bulaşık Makinesi;Programs;"['5 program', ""Mini 30'"", '35-40-50-65-70', '240']";1
Bulaşık Makinesi;Programs;['5 Program+6 İndirilebilir Program', 'Yes / with Side Indicator', 'İndirilen Program', '35-40-50-65-70', 'SelfCare', '236 dk'];1
Bulaşık Makinesi;Programs;['8', 'Var', 'Ön Yıkama', '35-40-50-65-70', '224'];1
Bulaşık Makinesi;Programs;['4 Program', 'Optimum 65°C', '35-50-65-70', '280'];1
Bulaşık Makinesi;Connection;Wi-Fi + BLE;17
Bulaşık Makinesi;Connection;;16
Bulaşık Makinesi;Functions;['HomeWhiz', 'HijyenMax (App)', 'Extra kurutma (App)', '30 dk ile 24 saate kadar'];6
Bulaşık Makinesi;Functions;['HijyenMax', 'Ekstra Parlaklık/ Kurutma Fonksiyonu', 'Zaman Erteleme', 'Yarım Yük', 'Var', '30 dk ile 24 saate kadar'];5
Bulaşık Makinesi;Functions;['HijyenMax', 'Ekstra Parlaklık/ Kurutma Fonksiyonu', 'Ekstra Durulama', 'Yarım Yük', 'Var', '30 dk ile 24 saate kadar'];5
Bulaşık Makinesi;Functions;['HijyenMax', 'Ekstra Parlaklık/ Kurutma Fonksiyonu', 'Call Service', 'HomeWhiz', 'Var', '30 dk ile 24 saate kadar'];4
Bulaşık Makinesi;Functions;['DeepWash', 'HijyenMax', 'Turbo Fonksiyonu', 'DeepWash', 'Download Cycle', 'Var', 'Var', '30 dk ile 24 saate kadar'];3
Bulaşık Makinesi;Functions;['DeepWash', 'HijyenMax', 'MaxiDry', 'DeepWash', 'Download Cycle', 'Var', 'Var', '30 dk ile 24 saate kadar'];2
Bulaşık Makinesi;Functions;['Yarım Yük'];1
Bulaşık Makinesi;Functions;['DeepWash', 'Steam Gloss', 'DeepWash', 'Turbo Fonksiyonu', 'Call Service', 'Var', 'Var', 'Var', '30 dk ile 24 saate kadar'];1
Bulaşık Makinesi;Functions;['Var', 'Yarım Yük', 'Zaman erteleme', '3, 6 veya 9 Saat'];1
Bulaşık Makinesi;Functions;['Var', 'Yarım Yük', 'Ekstra Durulama', '3, 6 veya 9 Saat'];1
Bulaşık Makinesi;Functions;['HijyenMax', 'SelfDry', '3, 6 veya 9 Saat'];1
Bulaşık Makinesi;Functions;['DeepWash', 'Steam Gloss', 'DeepWash', 'Turbo Fonksiyonu', 'Yarım Yük', 'Var', 'Var', '30 dk ile 24 saate kadar'];1
Bulaşık Makinesi;Functions;['DeepWash', 'Var', 'HijyenMax', 'Ekstra Parlaklık/ Kurutma Fonksiyonu', 'DeepWash', 'Turbo Fonksiyonu', 'Var', 'Var', '30 dk ile 24 saate kadar'];1
Bulaşık Makinesi;Functions;['Var', 'Tablet Deterjan', 'Yarım Yük', '3, 6 veya 9 Saat'];1
Bulaşık Makinesi;Screen_Type;LED;20
Bulaşık Makinesi;Screen_Type;LCD;13
Bulaşık Makinesi;Cutlery_Basket;Hareketli;32
Bulaşık Makinesi;Cutlery_Basket;Standard Symphony PH;1
Bulaşık Makinesi;Energy_Consumption;0.849 kWh;12
Bulaşık Makinesi;Energy_Consumption;0.645 kWh;6
Bulaşık Makinesi;Energy_Consumption;0.836 kWh;4
Bulaşık Makinesi;Energy_Consumption;0.768 kWh;4
Bulaşık Makinesi;Energy_Consumption;0.654 kWh;2
Bulaşık Makinesi;Energy_Consumption;0.747 kWh;2
Bulaşık Makinesi;Energy_Consumption;0.551 kWh;1
Bulaşık Makinesi;Energy_Consumption;0.746 kWh;1
Bulaşık Makinesi;Energy_Consumption;0.937 kWh;1
Bulaşık Makinesi;Water_Safety_System;Taşma Emniyeti;30
Bulaşık Makinesi;Water_Safety_System;Taşma Emniyeti+;3
Bulaşık Makinesi;Under_Counter_Height;;23
Bulaşık Makinesi;Under_Counter_Height;82-87 cm;9
Bulaşık Makinesi;Under_Counter_Height;82-92 cm;1
Kurutma Makinesi;Energy_Class;;13
Kurutma Makinesi;Energy_Class;D;7
Kurutma Makinesi;Energy_Class;E;6
Kurutma Makinesi;Energy_Class;C;1
Kurutma Makinesi;Energy_Class;A;1
Kurutma Makinesi;Subcategory;Kurutma Makinesi;28
Kurutma Makinesi;Motor_Type;;15
Kurutma Makinesi;Motor_Type;BLDC motor;7
Kurutma Makinesi;Motor_Type;AC MOTOR;3
Kurutma Makinesi;Motor_Type;DC Motor;2
Kurutma Makinesi;Motor_Type;DC;1
Kurutma Makinesi;Drum_Pattern;Aquawave;14
Kurutma Makinesi;Drum_Pattern;;14
Kurutma Makinesi;Programs;;13
Kurutma Makinesi;Programs;"['Var', 'Var', '15 Programlı', 'Pamuklular', 'Pamuklu Ekonomik Kurutma', 'Sentetik', 'Karma', 'Havlu', 'Açık Hava/Spor (Goretex)', 'Tazeleme', 'Zaman Programları', 'Narin', 'Yorgan', 'Yorgan/ Nevresim', 'Kot', 'Gömlek', 'Hijyenik Kurutma', ""Ekspres 30'""]";4
Kurutma Makinesi;Programs;"['Var', 'Var', '15 Programlı', 'Pamuklular', 'Pamuklu Ekonomik Kurutma', 'Sentetik', 'Kot', ""Ekspres 30'"", 'Yorgan/ Nevresim', 'Açık Hava/Spor (Goretex)', 'Zaman Programları', 'Hijyenik Havalandırma', 'Hijyenik Kurutma', 'Havlu', 'Yorgan', 'Karma', 'Buharlı Tazeleme', 'Giyime Hazır (Gömlek)']";2
Kurutma Makinesi;Programs;"['Var', 'Var', '15 Programlı', 'Pamuklular', 'Pamuklu Ekonomik Kurutma', 'Sentetik', 'Havlu', 'Yorgan/ Nevresim', 'Açık Hava/Spor (Goretex)', 'İndirilen Program', 'Zaman Programları', 'Hijyenik Havalandırma', 'Hijyenik Kurutma', ""Ekspres 30'"", 'Kot', 'Karma', 'Buharlı Tazeleme', 'Giyime Hazır (Gömlek)']";2
Kurutma Makinesi;Programs;['Var', 'Var', '15 Programlı', 'Pamuklular', 'Pamuklu Ekonomik Kurutma', 'Sentetik', 'Havlu', 'Narin', 'Yorgan/ Nevresim', 'İndirilen Program', 'Zaman Programları', 'Hijyenik Havalandırma', 'Hijyenik Kurutma', 'Gömlek', 'Açık Hava/Spor (Goretex)', 'Kot', 'Karma', '5 kg @ 1 saat'];1
Kurutma Makinesi;Programs;['C'];1
Kurutma Makinesi;Programs;"['Var', 'Var', '15 Programlı', 'Pamuklular', 'Pamuklu Ekonomik Kurutma', 'Sentetik', 'Karma', 'Yünlü Kurutma', 'Sessiz', 'Narin', 'Zaman Programları', 'Kot', 'Açık Hava/Spor (Goretex)', 'Yorgan/ Nevresim', 'Gömlek', ""Ekspres 30'"", 'Hijyenik Kurutma', 'Hijyenik Havalandırma']";1
Kurutma Makinesi;Programs;"['Var', 'Var', '15 Programlı', 'Pamuklular', 'Pamuklu Ekonomik Kurutma', 'Sentetik', 'Karma', 'Havlu', 'Açık Hava/Spor (Goretex)', 'Tazeleme', 'Zaman Programları', 'Narin', 'Yorgan', 'Kot', 'Gömlek', 'Hijyenik Kurutma', ""Ekspres 30'""]";1
Kurutma Makinesi;Programs;"['Var', 'Var', '15 Programlı', 'Pamuklular', 'Pamuklu Ekonomik Kurutma', 'Sentetik', 'Yünlü Kurutma', 'Sessiz', 'Yorgan/ Nevresim', 'İndirilen Program', 'Zaman Programları', 'Hijyenik Havalandırma', 'Hijyenik Kurutma', ""Ekspres 30'"", 'Kot', 'Karma', 'Buharlı Tazeleme', 'Giyime Hazır (Gömlek)']";1
Kurutma Makinesi;Programs;"['Var', 'Var', '15 Programlı', 'Pamuklular', 'Pamuklu Ekonomik Kurutma', 'Sentetik', 'Karma', 'Yünlü Kurutma', 'Sessiz', 'İndirilen Program', 'Zaman Programları', 'Kot', 'Açık Hava/Spor (Goretex)', 'Yorgan/ Nevresim', 'Narin', ""Ekspres 30'"", 'Hijyenik Kurutma', 'Hijyenik Havalandırma']";1
Kurutma Makinesi;Programs;"['Var', 'Var', '15 Programlı', 'Pamuklular', 'Pamuklu Ekonomik Kurutma', 'Sentetik', 'Yünlü Kurutma', 'Sessiz', 'Yorgan/ Nevresim', 'İndirilen Program', 'Zaman Programları', 'Hijyenik Havalandırma', 'Hijyenik Kurutma', ""Xpress Super Short 50'"", 'Kot', 'Karma', 'Buharlı Tazeleme', 'Giyime Hazır (Gömlek)']";1
Kurutma Makinesi;Connection;;21
Kurutma Makinesi;Connection;Wi-Fi;7
Kurutma Makinesi;Functions;['Var'];14
Kurutma Makinesi;Functions;;14
Kurutma Makinesi;Practical_Filter;;15
Kurutma Makinesi;Practical_Filter;1;12
Kurutma Makinesi;Practical_Filter;Lint Guard;1
Kurutma Makinesi;Heat_Pump_Drying_Technology;;14
Kurutma Makinesi;Heat_Pump_Drying_Technology;Isı Pompalı;13
Kurutma Makinesi;Heat_Pump_Drying_Technology;Hybrid 2.0;1
Kurutma Makinesi;Smart_Humidity_Sensor;;14
Kurutma Makinesi;Smart_Humidity_Sensor;Akıllı Nem Sensörü;10
Kurutma Makinesi;Smart_Humidity_Sensor;Eco Sense;4
Kurutma Makinesi;Cable_Length.1;;25
Kurutma Makinesi;Cable_Length.1;3;1
Kurutma Makinesi;Cable_Length.1;10;1
Kurutma Makinesi;Cable_Length.1;2;1
Kurutma Makinesi;Speed_Setting;;15
Kurutma Makinesi;Speed_Setting;2 Adet;8
Kurutma Makinesi;Speed_Setting;3 Adet;5
Kurutma Makinesi;Caring_Coating;;17
Kurutma Makinesi;Caring_Coating;Seramik;10
Kurutma Makinesi;Caring_Coating;Seramik+Makademya Yağı+Hindistan Cevizi Yağı;1
Fırın;Energy_Class;A;23
Fırın;Energy_Class;;12
Fırın;Energy_Class;A+;7
Fırın;Energy_Class;En verimli enerjii seviyesi;2
Fırın;Subcategory;Fırın;44
Fırın;Product_Type;;35
Fırın;Product_Type;Solo;9
Fırın;Connection;;38
Fırın;Connection;Wi-Fi + BLE;6
Fırın;Functions;['Var', 'Var', 'Var', '6'];10
Fırın;Functions;;6
Fırın;Functions;['Var', 'Var', 'Var', '8'];5
Fırın;Functions;['Var', 'Var', 'Var', '9'];4
Fırın;Functions;['Var', 'Var', 'Var', '7'];3
Fırın;Functions;['Var', 'Var', 'Simple Steam Cleaning', 'Var', '15'];3
Fırın;Functions;['Var', 'Var', 'Var', 'Var', '8'];2
Fırın;Functions;['8'];2
Fırın;Functions;['Var', 'Var', 'Var', 'Var', '9'];2
Fırın;Functions;['6', 'Var', 'Var'];1
Fırın;Functions;['7', 'Var'];1
Fırın;Functions;['6', 'Var'];1
Fırın;Functions;['9'];1
Fırın;Functions;['Var', '4'];1
Fırın;Functions;['Var', 'Var', '6'];1
Fırın;Functions;['Var', 'Var', '8'];1
Fırın;Clock_Type;LED Display - Touchcontrol Prologue/Beyond-Good+ (Beast);18
Fırın;Clock_Type;;17
Fırın;Clock_Type;Mekanik Programlanabilir Saat;6
Fırın;Clock_Type;LED Ekran;2
Fırın;Clock_Type;LED Display - Touch Control Core UI Beko;1
Fırın;Steam_Cooking;0;18
Fırın;Steam_Cooking;;12
Fırın;Steam_Cooking;SteamAssisted Buhar Destekli Pişirme;6
Fırın;Steam_Cooking;SteamAdd Buhar Destekli Pişirme;5
Fırın;Steam_Cooking;SteamAid Otomatik Buhar Destekli Pişirme;3
Fırın;Hob_Surface;;38
Fırın;Hob_Surface;Metal;6
Fırın;Coffee_Burner_Adapter;;38
Fırın;Coffee_Burner_Adapter;Emaye;5
Fırın;Coffee_Burner_Adapter;Siyah Emaye;1
Fırın;Steam_Assisted_Cooking;;33
Fırın;Steam_Assisted_Cooking;1;9
Fırın;Steam_Assisted_Cooking;Buhar jeneratörlü, otomatik buhar destekli pişirme;2
Set Üstü Ocak;Subcategory;Set Üstü Ocak;12
Set Üstü Ocak;Product_Type;Solo;12
Set Üstü Ocak;Hob_Surface;Cam;6
Set Üstü Ocak;Hob_Surface;Paslanmaz Çelik;3
Set Üstü Ocak;Hob_Surface;Metal;3
Set Üstü Ocak;Coffee_Burner_Adapter;Siyah Emaye;10
Set Üstü Ocak;Coffee_Burner_Adapter;;2
Set Üstü Ocak;Hob_Type_and_Number_of_Burners;4 Gözü Gazlı;9
Set Üstü Ocak;Hob_Type_and_Number_of_Burners;4 Gözü Gazlı (1'i WOK);1
Set Üstü Ocak;Hob_Type_and_Number_of_Burners;2 Gözü Elektrikli;1
Set Üstü Ocak;Hob_Type_and_Number_of_Burners;4 Gözü Elektrikli;1
Set Üstü Ocak;Hob_Type;Gazlı Ocak;10
Set Üstü Ocak;Hob_Type;Elektrikli Ocak;2
Set Üstü Ocak;Burner_Cap_Type;Düz Parlak;6
Set Üstü Ocak;Burner_Cap_Type;Formlu Parlak;4
Set Üstü Ocak;Burner_Cap_Type;;2
Set Üstü Ocak;Control_Type_and_Position;Düğmeden Kontrol / Yan;11
Set Üstü Ocak;Control_Type_and_Position;Düğmeden Kontrol / Ön;1
Set Üstü Ocak;Front_Left_Zone;2,9 kW;9
Set Üstü Ocak;Front_Left_Zone;4 kW;1
Set Üstü Ocak;Front_Left_Zone;;1
Set Üstü Ocak;Front_Left_Zone;Ø180mm - 1500W;1
Set Üstü Ocak;Rear_Right_Zone;1,75 kW;6
Set Üstü Ocak;Rear_Right_Zone;2 kW;4
Set Üstü Ocak;Rear_Right_Zone;;1
Set Üstü Ocak;Rear_Right_Zone;Ø180mm - 1500W;1
Set Üstü Ocak;Pan_Support_Type;Parlak Emaye;4
Set Üstü Ocak;Pan_Support_Type;Yeni Tekli - Emaye (Parlak);3
Set Üstü Ocak;Pan_Support_Type;Tekli - Emaye (Parlak);3
Set Üstü Ocak;Pan_Support_Type;;2
Set Üstü Ocak;Frame;İnoks Çerçeve;6
Set Üstü Ocak;Frame;;5
Set Üstü Ocak;Frame;Çerçevesiz;1
Set Üstü Ocak;Front_Right_Zone;1 kW;10
Set Üstü Ocak;Front_Right_Zone;;1
Set Üstü Ocak;Front_Right_Zone;Ø145mm - 1000W;1
Set Üstü Ocak;Rear_Left_Zone;1,75 kW;6
Set Üstü Ocak;Rear_Left_Zone;2 kW;4
Set Üstü Ocak;Rear_Left_Zone;;1
Set Üstü Ocak;Rear_Left_Zone;Ø145mm - 1000W;1
Ankastre Mikrodalgalar;Subcategory;Ankastre Mikrodalgalar;7
Ankastre Mikrodalgalar;Product_Type;Ankastre;6
Ankastre Mikrodalgalar;Product_Type;;1
Ankastre Mikrodalgalar;Functions;['8'];3
Ankastre Mikrodalgalar;Functions;['9'];3
Ankastre Mikrodalgalar;Functions;;1
Pişirici;Subcategory;Pişirici;25
Pişirici;Programs;;17
Pişirici;Programs;['9'];3
Pişirici;Programs;['8'];2
Pişirici;Programs;['10'];2
Pişirici;Programs;['4'];1
Pişirici;Functions;;18
Pişirici;Functions;['Var'];3
Pişirici;Functions;['Var', 'Var', 'Var', 'Var', 'Var', 'Var', 'Var', 'Var', 'Var', 'Var'];2
Pişirici;Functions;['Evet', 'Yavaş Pişirme, Güveç, Sote, Poşe, Sıcak Tutma, Yeniden Isıtma, Haşlama, Buharda Pişirme, Yoğurt, Tarhana, Smoothie, Reçel', 'Dilimleme, Parçalama, Rendeleme, Püre, Yoğurma, Çırpma, Hamur Kabartma, Harmanlama, Karıştırma, Pizza Hamuru'];1
Pişirici;Functions;['Var', '7'];1
Pişirici;Inner_Chamber_Material;;16
Pişirici;Inner_Chamber_Material;Yapışmaz Kaplama;8
Pişirici;Inner_Chamber_Material;Paslanmaz Çelik;1
Pişirici;Cooking_Surface;;15
Pişirici;Cooking_Surface;Aşınmaya karşı 7 kata kadar daha dayanıklı Quantech plakalar;6
Pişirici;Cooking_Surface;Yanmaz yapışmaz kaplama;1
Pişirici;Cooking_Surface;Aşınmaya karşı 7 kata kadar daha dayanıklı Armor plakalar;1
Pişirici;Cooking_Surface;Granit;1
Pişirici;Cooking_Surface;Döküm Üzeri Seramik Kaplama;1
Pişirici;Plate_Usage;;15
Pişirici;Plate_Usage;Çift Yönlü;5
Pişirici;Plate_Usage;Tek Yönlü;5
Pişirici;Body_Material;;18
Pişirici;Body_Material;Plastik;7
Pişirici;Basket;;18
Pişirici;Basket;Metal, Tutma Saplı;5
Pişirici;Basket;Detachable frying basket;2
Pişirici;Chopper_Bowl_Material;;24
Pişirici;Chopper_Bowl_Material;Metal;1
Su Sebili;Subcategory;Su Sebili;6
